epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,0.0001,8,0.0005
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.5300880984423009,0.46097367729099703,0.6255775690078735,0.6928575038909912,0.6583404541015625,0.7195166945457458
0.40145621993017533,0.4193806056405457,0.6716610193252563,0.7718328237533569,0.7093837857246399,0.7320743799209595
0.3714344230949456,0.40364087383512043,0.7052742838859558,0.7699739933013916,0.7342707514762878,0.7350841164588928
0.35447084803319145,0.39267657760163427,0.729198157787323,0.7717782258987427,0.7624460458755493,0.7293214797973633
0.34572139239691674,0.37125019834075174,0.7394315600395203,0.771462619304657,0.747870147228241,0.7462334632873535
0.33834795680240537,0.36822444767179624,0.7474331855773926,0.7766010761260986,0.7603728771209717,0.7450081706047058
0.32773249152492967,0.3570861411346516,0.7537770867347717,0.7810958623886108,0.755308985710144,0.753811240196228
0.3238987436531283,0.35082653122888485,0.7587734460830688,0.7829185724258423,0.7601913809776306,0.758010983467102
0.31518827236079155,0.3497168784829932,0.7656502723693848,0.7876482009887695,0.7575041055679321,0.756984293460846
0.3077312613315616,0.3452965864832972,0.7703786492347717,0.7913621068000793,0.7644218802452087,0.7567175626754761
0.3007491893062355,0.34122845425572196,0.7736143469810486,0.7956629395484924,0.7699112296104431,0.7606664299964905
0.29263734555941945,0.3333820250462478,0.7771740555763245,0.8016833662986755,0.7635571360588074,0.768936812877655
0.28631553429026974,0.32865422418419743,0.7792197465896606,0.8066781759262085,0.7725296020507812,0.7703773975372314
0.2772681364353667,0.32517579313315137,0.7855426669120789,0.8122887015342712,0.7741152048110962,0.7705363035202026
0.2729836572886359,0.3274305659070821,0.7878779768943787,0.8167507648468018,0.7682052254676819,0.7708331942558289
0.2694731078355025,0.3173958190100294,0.7914199233055115,0.8193441033363342,0.7794722318649292,0.7739149928092957
0.26397469639778137,0.32736697709056695,0.7948237657546997,0.8204006552696228,0.7742862701416016,0.7745301127433777
0.2596993267747527,0.3222096695656508,0.7965857982635498,0.8239701986312866,0.7766803503036499,0.7761030793190002
0.25583724669636565,0.32155915150340175,0.7995738983154297,0.8259233832359314,0.7794005274772644,0.7737254500389099
0.24606643321243585,0.3235993352784237,0.8042652606964111,0.8297332525253296,0.785611629486084,0.7704493999481201
0.2433531879850313,0.32163780245562673,0.8052217960357666,0.8323277235031128,0.7840724587440491,0.7713051438331604
0.24141152660157664,0.3156919909614912,0.8090677857398987,0.8341317176818848,0.7851498126983643,0.7739903330802917
0.23448814491325237,0.31598655417771404,0.8125660419464111,0.8374327421188354,0.7824692726135254,0.7738099098205566
0.23384854762900806,0.3115700581963633,0.8146222829818726,0.838658332824707,0.7797707915306091,0.7806074023246765
0.2299258679098694,0.3172031616870786,0.8169110417366028,0.8409292697906494,0.7795310020446777,0.7777701616287231
0.22245776959767577,0.3203724595442624,0.8202692866325378,0.8444559574127197,0.7814400792121887,0.778133749961853
0.21838485092875806,0.31824982974310995,0.8223125338554382,0.8469325304031372,0.7854697704315186,0.7815375924110413
0.21775787418827097,0.3233458550883011,0.8232218623161316,0.8474688529968262,0.781459391117096,0.7768567204475403
0.2141735721775826,0.3182988034587511,0.8283864855766296,0.8485549688339233,0.7742807865142822,0.7846503853797913
0.21076899587262607,0.3221736885082554,0.8289729356765747,0.8518310785293579,0.7703680396080017,0.7861033082008362
0.2049611233808893,0.32414220420407575,0.8301995992660522,0.8535652160644531,0.7868878841400146,0.7814427018165588
0.20719892386320635,0.32202223426019644,0.8346703052520752,0.8542432188987732,0.7831542491912842,0.7828302979469299
0.20468300810836731,0.3218070514185328,0.834690272808075,0.8570715188980103,0.7816777229309082,0.7810126543045044
0.19840106164627042,0.3192634487026174,0.8380337357521057,0.8577752113342285,0.7956052422523499,0.7793535590171814
0.19936708146904378,0.32590619873412896,0.8388188481330872,0.8596054911613464,0.7800552845001221,0.7840678691864014
0.1962924819201865,0.33436301980220096,0.8406340479850769,0.8607247471809387,0.7928367853164673,0.7775255441665649
0.1935558206540473,0.32006993312651005,0.8443021178245544,0.862403392791748,0.7830758690834045,0.7890405654907227
0.190982774481283,0.31893339207474614,0.8461630940437317,0.8647699356079102,0.7827597856521606,0.7862513661384583
0.18634672338763872,0.3335684073013319,0.8488106727600098,0.866873562335968,0.7865140438079834,0.7771490812301636
0.18710840760287664,0.3316167566767881,0.8490725159645081,0.8676244616508484,0.7888364195823669,0.7794777750968933
0.185520766289733,0.3271887465052202,0.8511621952056885,0.8681637048721313,0.781154215335846,0.7872811555862427
0.18351114797571028,0.31867383126641663,0.8520588278770447,0.8693665862083435,0.7792513370513916,0.7887490391731262
0.18237892815724333,0.33068548982412044,0.8539059162139893,0.8699625134468079,0.7906259298324585,0.7803536653518677
0.17754914556094942,0.32463687453681317,0.8570329546928406,0.8730415105819702,0.7885906100273132,0.7884693145751953
0.17261780700679366,0.3258295634262998,0.8601157069206238,0.8764280676841736,0.7865965366363525,0.7863322496414185
0.17524763447701508,0.3214818166804985,0.8600518107414246,0.8745078444480896,0.7846676707267761,0.7883463501930237
0.174320047417431,0.32587247058539326,0.8610109686851501,0.8761533498764038,0.7875025868415833,0.7848687767982483
0.16980022884218404,0.33258778386762444,0.8638321757316589,0.8790585994720459,0.7850449681282043,0.7872138023376465
0.1684656137375967,0.32556331850273507,0.8643866777420044,0.8797748684883118,0.7873360514640808,0.7873468399047852
0.1687834476061324,0.33007154629473956,0.8653415441513062,0.8795424103736877,0.7928436398506165,0.7831936478614807
0.1677739143318741,0.3255494270001499,0.8663595914840698,0.8818864822387695,0.8016478419303894,0.7786826491355896
0.16647880357947756,0.3253329878961536,0.8677248358726501,0.8816571831703186,0.790043294429779,0.7867116928100586
0.16745211868315724,0.3271718232984274,0.8689423203468323,0.8822243809700012,0.7945954203605652,0.7813383936882019
0.16219199982518,0.33188813163990705,0.8709990382194519,0.885549008846283,0.7893143892288208,0.7824667692184448
0.16022064404707428,0.33529586266254036,0.8727580904960632,0.8853548765182495,0.7962048053741455,0.7826297879219055
0.15751733813197055,0.33275680233475186,0.8748844265937805,0.8888953924179077,0.789021372795105,0.7841647863388062
0.15934874913952451,0.3392900323469034,0.8742220401763916,0.8877774477005005,0.792023241519928,0.7787836790084839
0.1573804847314848,0.331158281054715,0.8762332201004028,0.8896318078041077,0.7890535593032837,0.7907847166061401
0.1555623821914196,0.3369824511169548,0.8779264092445374,0.8904309868812561,0.7783140540122986,0.7886585593223572
0.15229245269974917,0.3283919893519979,0.8789785504341125,0.8920808434486389,0.7870020866394043,0.7896820306777954
0.15552781001790195,0.3397071828514757,0.8788411021232605,0.8911382555961609,0.7800425291061401,0.7890790104866028
0.151471956349011,0.33721297612072715,0.8806962370872498,0.8937572240829468,0.7940206527709961,0.7812309861183167
0.15185812521223904,0.338291608584179,0.8814351558685303,0.8927937150001526,0.7923299074172974,0.7830228805541992
0.14776057226860778,0.3398754115570599,0.8834913372993469,0.8951775431632996,0.7864915132522583,0.7872190475463867
0.14905415961505675,0.33949920928604166,0.8834507465362549,0.8947868347167969,0.7918114066123962,0.7833752036094666
0.14784649360581492,0.3517625243730948,0.8853990435600281,0.8970160484313965,0.7888647317886353,0.7856104969978333
0.1439180556975358,0.32868512389315685,0.8865211606025696,0.8973743319511414,0.7966076731681824,0.7853821516036987
0.14461665159315928,0.33953868524289466,0.8870244026184082,0.898258626461029,0.7933902740478516,0.7880166172981262
0.14254880404588602,0.33965329122795185,0.8885577321052551,0.8991261124610901,0.7924795150756836,0.7900505661964417
0.14489134275585625,0.33491403992537044,0.8876011371612549,0.8982293009757996,0.7912576198577881,0.7846702933311462
0.140396316700899,0.3386056283620042,0.8900396227836609,0.9007186889648438,0.7846570014953613,0.7897674441337585
0.13927852658303916,0.3471850340425129,0.8915878534317017,0.9023534059524536,0.7950442433357239,0.7893005013465881
0.1387521604617648,0.3536361152122558,0.8912994265556335,0.9016798138618469,0.7948702573776245,0.783338189125061
0.13818847948143667,0.35096016862023044,0.893237829208374,0.9034217596054077,0.7950735688209534,0.7865025401115417
0.13559554469712237,0.35683466898093763,0.8943049311637878,0.904001772403717,0.7970256209373474,0.7845345735549927
0.13436445961078852,0.35392764777364866,0.8951885104179382,0.9054176807403564,0.7935079336166382,0.7826375365257263
0.13273295822242895,0.36013076134340866,0.8961369395256042,0.905351459980011,0.7940100431442261,0.7831543684005737
0.13583403842933212,0.34700369362680006,0.895146906375885,0.9042344689369202,0.7997507452964783,0.781480073928833
0.13411952615946743,0.36090062411738116,0.8969421982765198,0.9062285423278809,0.8004019260406494,0.778448224067688
0.13101345194992445,0.34966616893947966,0.8978963494300842,0.9068149328231812,0.7918282747268677,0.7854452729225159
0.12769261414700367,0.3608757337214242,0.9009038209915161,0.9089769721031189,0.8037461042404175,0.78229820728302
0.1283216529545632,0.35395014852705137,0.900585949420929,0.9088502526283264,0.7879056334495544,0.7915247678756714
0.12913887385041156,0.36187421944989284,0.899404764175415,0.909147322177887,0.8020870685577393,0.780514121055603
0.12888099089370553,0.34754479645003733,0.9008605480194092,0.9085814356803894,0.7947719693183899,0.7866299748420715
0.12671429645402213,0.3552645524622689,0.9022665023803711,0.9104472398757935,0.7949494123458862,0.7852563261985779
0.12507852919875306,0.3605101918670493,0.9033426642417908,0.9111803770065308,0.78282231092453,0.7923561334609985
0.12335663896503178,0.36444101325223144,0.9041783809661865,0.9124859571456909,0.7923738360404968,0.788358747959137
0.1280399083377833,0.3489241106304484,0.9027165770530701,0.9096646904945374,0.7857351303100586,0.7882090210914612
0.12219672226049799,0.3588654317591392,0.9055107235908508,0.9130402207374573,0.788646936416626,0.7891196608543396
0.1213108352946897,0.3645345112702376,0.906019389629364,0.9131428599357605,0.7911570072174072,0.7855537533760071
0.11939274268687194,0.3612466280309247,0.9064828753471375,0.9145940542221069,0.7948138117790222,0.7852271199226379
0.1191714051714603,0.36834020702771736,0.9067758321762085,0.9145690202713013,0.7988656163215637,0.7831398844718933
0.12046345018167445,0.37686364436653297,0.9067953824996948,0.9146093130111694,0.7945160865783691,0.7850905656814575
0.11786703402110447,0.37355935463393236,0.9082342386245728,0.9156661629676819,0.7934538125991821,0.7839531302452087
0.11813196012789899,0.3631674439554483,0.9086136817932129,0.9159011244773865,0.7945317029953003,0.7872542142868042
0.11813318367439804,0.3729568455420749,0.9086005687713623,0.9150551557540894,0.7888915538787842,0.7863495945930481
0.11782846084617554,0.36491238882004373,0.9098870754241943,0.916029691696167,0.7913881540298462,0.7879410982131958
0.11313207014232662,0.3748088628053665,0.9124391674995422,0.91893470287323,0.7946135997772217,0.784778892993927
0.11469922699562624,0.3783232730249284,0.9112769365310669,0.9177530407905579,0.8033621907234192,0.7842720150947571
0.11499484492373382,0.3707476902071019,0.9117401838302612,0.9179847240447998,0.7925394177436829,0.7875622510910034
