epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,0.0001,8,0
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.49543513526730504,0.40646002452138447,0.556414783000946,0.69741290807724,0.6553927659988403,0.722196102142334
0.40031519204589494,0.3823648987101837,0.664310097694397,0.7306488156318665,0.6904742121696472,0.7337352633476257
0.37984368754616865,0.37677094571187464,0.6969760656356812,0.7428073883056641,0.681210458278656,0.7501898407936096
0.3606725143308335,0.35848724842071533,0.712981641292572,0.7553074955940247,0.7240087389945984,0.7512219548225403
0.35247172288438106,0.35757430338523755,0.7232506275177002,0.7590858340263367,0.6974185705184937,0.7770485877990723
0.34683370901971844,0.3507458199287804,0.7306936979293823,0.7639766931533813,0.7327160239219666,0.7597784996032715
0.3419810286227693,0.34175875247784065,0.7333539128303528,0.7672846913337708,0.7232994437217712,0.7716967463493347
0.3374160834132357,0.34073424706576577,0.7411386370658875,0.7714349627494812,0.7214069962501526,0.7768087983131409
0.3337081900619446,0.33646127046413826,0.7446399331092834,0.7721434235572815,0.7373965382575989,0.7724600434303284
0.3317983693159218,0.3323771648213897,0.7494281530380249,0.7759981155395508,0.7474825382232666,0.7689967751502991
0.3263182723828664,0.32958240723106225,0.7531883716583252,0.7788302898406982,0.7551901936531067,0.7717341184616089
0.3240894101930003,0.33237536408951585,0.7573466300964355,0.7795664072036743,0.7394365072250366,0.7838212251663208
0.3211888208034191,0.33407937609393834,0.7600586414337158,0.7824357748031616,0.7492731809616089,0.775894045829773
0.31890273886792203,0.33304608949053455,0.7640617489814758,0.783250629901886,0.7263064980506897,0.7876048684120178
0.31459364577705135,0.31919437059214417,0.7645987868309021,0.7879428863525391,0.7657418847084045,0.7751283645629883
0.3137369953254436,0.32284425744708156,0.7696928977966309,0.788013219833374,0.7730633616447449,0.7700212001800537
0.31189319797864196,0.3184199182080551,0.7716431617736816,0.7902382016181946,0.7594467997550964,0.7800650000572205
0.3102932116875412,0.3161287155579513,0.7739199995994568,0.7915176153182983,0.7799296975135803,0.7742353081703186
0.30845641178336547,0.3216673906000567,0.7758558392524719,0.7932643294334412,0.7428284883499146,0.7897727489471436
0.30490879294403056,0.32318671247069264,0.7792733311653137,0.7949525713920593,0.738610029220581,0.7956706881523132
0.3041077449336542,0.320843733532328,0.7808384895324707,0.7959280610084534,0.7612375617027283,0.7793484926223755
0.3002567511870929,0.31591664160221394,0.7832534909248352,0.7989150285720825,0.748498260974884,0.7880005240440369
0.2980951925752856,0.3137714810879298,0.7854632139205933,0.802071213722229,0.7742815017700195,0.7752441763877869
0.29640296933815835,0.31439719175998593,0.7879769802093506,0.8025624752044678,0.7815442681312561,0.7747507095336914
0.29186445498403085,0.3148535998459433,0.7919947504997253,0.8050019145011902,0.7582967877388,0.7862600684165955
0.2923170472396181,0.31569042067292713,0.7909095287322998,0.8060615658760071,0.7519554495811462,0.7906587719917297
0.2894924374970984,0.31062011536158307,0.794666588306427,0.8093078136444092,0.7636376023292542,0.7876931428909302
0.2865099721185282,0.3188129515505173,0.7969176173210144,0.8107916116714478,0.7649062871932983,0.7816265821456909
0.28364746317478784,0.3179140290324117,0.7974607944488525,0.8148453235626221,0.7628390192985535,0.7833167910575867
0.28475849832414735,0.31202002294676406,0.7990212440490723,0.8136253952980042,0.7739897966384888,0.7816871404647827
0.2800518272193611,0.3199593044922385,0.8029268980026245,0.8168585300445557,0.7448235154151917,0.7948707938194275
0.27613377277838425,0.31200804855202285,0.8029046654701233,0.8181199431419373,0.7633329033851624,0.7916585803031921
0.27257299230348137,0.3271675862266984,0.8053759336471558,0.8212761878967285,0.7510740756988525,0.7821245789527893
0.2693367419460564,0.3237311543083527,0.807833194732666,0.8237876296043396,0.7645193934440613,0.7816837430000305
0.26973090315541476,0.3324591369486191,0.8089022636413574,0.8238273859024048,0.7786657810211182,0.7703863382339478
0.26553280297534687,0.31910892875051833,0.8106026649475098,0.824563205242157,0.7467037439346313,0.7986090779304504
0.26192282473153256,0.3179205787748518,0.8135160207748413,0.8295131325721741,0.7852997183799744,0.7718093395233154
0.2591746239691761,0.3175254944239704,0.81439208984375,0.8322133421897888,0.7794761657714844,0.7787691354751587
0.2560065080352286,0.3211882835857465,0.8166292905807495,0.8328659534454346,0.7559897303581238,0.7915995717048645
0.2520498198503298,0.32101676812474156,0.8193572163581848,0.837591290473938,0.7466506361961365,0.7915264964103699
0.2486912453322546,0.32884520323763433,0.8204756379127502,0.8393161296844482,0.7589194178581238,0.7858902215957642
0.2476857656758305,0.3351677881789879,0.8233106732368469,0.838942289352417,0.7426280975341797,0.7917693853378296
0.24366188847215464,0.3311136188116712,0.8235339522361755,0.841657817363739,0.7444227337837219,0.7923622727394104
0.24179119067200533,0.32660620334282725,0.8253785967826843,0.8438911437988281,0.7549545764923096,0.7901122570037842
0.2360152817258598,0.3326319621902117,0.8289021849632263,0.8474463224411011,0.7618162035942078,0.7799803018569946
0.2332689163691186,0.3399707563746143,0.8303767442703247,0.8487193584442139,0.7557353973388672,0.7882049083709717
0.22942721611219094,0.3401585084346818,0.8330744504928589,0.8507725596427917,0.7337843179702759,0.7979602217674255
0.2274489921933793,0.34356542918044075,0.8331782221794128,0.8508282899856567,0.7360928654670715,0.7910884618759155
0.22609365010198126,0.3389698307384068,0.8344691395759583,0.8528313040733337,0.7581668496131897,0.7814002633094788
0.2223824993145804,0.34720514022128685,0.8379390239715576,0.8552263975143433,0.7306550145149231,0.7994114756584167
0.21662608330659833,0.342536204140371,0.8399841785430908,0.8587656021118164,0.7556141018867493,0.7873091101646423
0.21710753023413057,0.3424444626754438,0.839438796043396,0.8572617769241333,0.7299860715866089,0.7943217754364014
0.2149924595727988,0.34208466637302454,0.8421469926834106,0.8615079522132874,0.7474738955497742,0.7824815511703491
0.20820883061763243,0.34527073522478763,0.8441504240036011,0.8645382523536682,0.7803674340248108,0.7818942666053772
0.20957234372378242,0.3488578509906648,0.8453096151351929,0.8636381030082703,0.7608519792556763,0.7876336574554443
0.20688798703940203,0.3510850101289615,0.8460495471954346,0.8669458031654358,0.7585906386375427,0.7812318801879883
0.205258014090095,0.34162339767519856,0.84783935546875,0.8669533729553223,0.7635732889175415,0.7737573981285095
0.20424918727354802,0.34493494579489803,0.8485861420631409,0.8680120706558228,0.7645882368087769,0.7840604186058044
0.1987165109062871,0.34522837311239307,0.8507477641105652,0.8696678876876831,0.7698795795440674,0.7770032286643982
0.1948333608501769,0.35748375899774926,0.8542441129684448,0.8715246319770813,0.7528366446495056,0.7890607714653015
0.19520400776296642,0.35615258973459124,0.8528882265090942,0.8718582391738892,0.7460720539093018,0.792405366897583
0.19062072660853255,0.3600435446895344,0.8557162880897522,0.8745646476745605,0.7649128437042236,0.7822334170341492
0.1894734555472296,0.353825817488029,0.8570844531059265,0.8747369050979614,0.757624089717865,0.7850250601768494
0.18766026883154896,0.3588969942024896,0.8575640916824341,0.8764610290527344,0.7771422266960144,0.777972936630249
0.18761343057168292,0.36596690957814876,0.8575310707092285,0.8777894377708435,0.7564669251441956,0.7788103818893433
0.18455856465173107,0.3641245244989093,0.8607496619224548,0.8776137828826904,0.7574611306190491,0.780360221862793
0.18025116117816445,0.35890750975256236,0.8611498475074768,0.8803062438964844,0.7461774349212646,0.7826809883117676
0.17791687339174408,0.3647049450328652,0.8637384176254272,0.8824754953384399,0.7789574265480042,0.7805356979370117
0.17925869525535731,0.3738346583616566,0.8636975884437561,0.8815383911132812,0.7568044662475586,0.7767044305801392
0.17470971925567227,0.37157004048496906,0.8649076819419861,0.8824169635772705,0.7531606554985046,0.7845565676689148
0.17479837228748815,0.37389262718423993,0.8660383224487305,0.8835938572883606,0.7714945077896118,0.7822555899620056
0.17079321662267893,0.3710616389945359,0.8672007322311401,0.8870103359222412,0.7708912491798401,0.7769239544868469
0.17055805016916695,0.375471330759391,0.8678789734840393,0.8863281011581421,0.7674509882926941,0.7859480977058411
0.16792711557437343,0.4001387146262216,0.8694797158241272,0.8867575526237488,0.7569664716720581,0.7786833643913269
0.1676427556320708,0.4077394744250136,0.8705167174339294,0.8870704770088196,0.7428034543991089,0.7868632078170776
0.16481728357731873,0.39280369741396165,0.8713200688362122,0.8890121579170227,0.7783887982368469,0.7726229429244995
0.16066080397853616,0.387749831703767,0.874517023563385,0.8915448784828186,0.7567564249038696,0.783063530921936
0.1623563541508947,0.37868983970141745,0.8726284503936768,0.8896249532699585,0.7784847021102905,0.7762923836708069
0.16186719957131443,0.37332881362715237,0.874683678150177,0.8909200429916382,0.7444000244140625,0.7894245982170105
0.16022654636003447,0.38223693729706215,0.8745598196983337,0.892306923866272,0.7782873511314392,0.7778725624084473
0.15940509416849902,0.38137319600078423,0.8754472136497498,0.8923616409301758,0.7640060782432556,0.7824462056159973
0.15937471072724524,0.3819681420187715,0.875034511089325,0.8924635648727417,0.7623787522315979,0.7837986946105957
0.154943326527768,0.3980329982201818,0.878139317035675,0.8937750458717346,0.7825328707695007,0.7695459723472595
0.1550926269553866,0.38335957766418727,0.8776111602783203,0.8949853777885437,0.7800408601760864,0.771773099899292
0.15371756696849004,0.3967586957233053,0.8792675733566284,0.8956626653671265,0.7649708390235901,0.7766643166542053
0.15198498431936647,0.3956142763121867,0.8812301754951477,0.8956190943717957,0.785078763961792,0.7703058123588562
0.1528710222254831,0.3912577429707621,0.8807139992713928,0.8974074721336365,0.7908003330230713,0.771804928779602
0.15082125990578893,0.39804900190989734,0.8821147084236145,0.8960952162742615,0.7860262393951416,0.7654815912246704
0.1495946705711226,0.39268011048855916,0.8826266527175903,0.8973859548568726,0.76948481798172,0.7815433740615845
0.14751756569066793,0.40573192141215564,0.8830507397651672,0.8971760869026184,0.7785493731498718,0.7775388360023499
0.1471990825515901,0.39288901144140204,0.884039580821991,0.899470865726471,0.7829814553260803,0.768146812915802
0.14558606103379676,0.4078661469401608,0.8854268789291382,0.8988702893257141,0.7749807834625244,0.7778605818748474
0.14561061735482925,0.3966687974900427,0.8855355978012085,0.8998845815658569,0.7662359476089478,0.7884182333946228
0.14385505119695308,0.412533342156192,0.886401891708374,0.9016078114509583,0.7672138810157776,0.7854167222976685
0.14085086478673398,0.4137374266037639,0.8881021738052368,0.9024332761764526,0.7564760446548462,0.7899443507194519
0.1399697296004346,0.42572201930091413,0.8886699676513672,0.9036296010017395,0.7782684564590454,0.7788139581680298
0.141059630543839,0.4143882360781582,0.888788640499115,0.9027555584907532,0.7748479843139648,0.7821089625358582
0.13848756392426947,0.42823179764017255,0.8896391987800598,0.9039080142974854,0.75444096326828,0.7829771637916565
0.13990636848917243,0.4094867121270845,0.8889861702919006,0.9043448567390442,0.7615215182304382,0.7875612378120422
0.1374523594103595,0.40753832915929,0.891440749168396,0.9053367376327515,0.7604410648345947,0.7928440570831299
