epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,1e-05
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.5870361391143126,0.46870890899863044,0.5311460494995117,0.5596104264259338,0.576302170753479,0.7071592211723328
0.46874195966163923,0.42997466557672326,0.5792214870452881,0.7236206531524658,0.5935150980949402,0.7281897068023682
0.4321153003870128,0.4180092725010825,0.6093118786811829,0.72697514295578,0.6193975806236267,0.7184542417526245
0.4154907760772411,0.3973435772661592,0.6498551368713379,0.727310299873352,0.6639413833618164,0.7219949960708618
0.3989249906088287,0.3876700569731249,0.6798593997955322,0.7343538403511047,0.6734206080436707,0.7272191047668457
0.38756389193204005,0.3745527590139651,0.6954789757728577,0.7397754788398743,0.6862908601760864,0.7339166402816772
0.3771145823440363,0.3646654773923293,0.7043851613998413,0.7426789999008179,0.6951019763946533,0.7398725748062134
0.3670864197585551,0.36537523163666186,0.7098143100738525,0.7494522333145142,0.7012232542037964,0.7400791049003601
0.35872345025187546,0.3516576157253183,0.7158931493759155,0.7514592409133911,0.7128342390060425,0.7441861629486084
0.35357563463142266,0.3487415894288832,0.719868540763855,0.7569173574447632,0.7299356460571289,0.7390209436416626
0.3475958015654843,0.3611120115440916,0.7248157858848572,0.7610747218132019,0.7266238331794739,0.740970253944397
0.34395645234881517,0.35561974616852443,0.7293320894241333,0.7632627487182617,0.7220112085342407,0.7457147240638733
0.3377156747628151,0.343052293842947,0.7299469113349915,0.7652900815010071,0.7129387259483337,0.7531668543815613
0.33391259803153606,0.33156668620420177,0.7313584089279175,0.7669958472251892,0.7292551398277283,0.7523121237754822
0.3333630772742406,0.33378063747003467,0.7341611385345459,0.7713382840156555,0.7318094968795776,0.756676971912384
0.3283210989137053,0.32811262804857444,0.7384768724441528,0.7735592126846313,0.718952476978302,0.7641226053237915
0.32397240080956846,0.3324739453841893,0.7424799799919128,0.7759530544281006,0.7520051598548889,0.7470675706863403
0.3221542769657358,0.3240182559058385,0.743432879447937,0.778815746307373,0.7466216683387756,0.7540943622589111
0.3178884419493607,0.32349472305357035,0.7451375126838684,0.7808770537376404,0.750389814376831,0.7522444725036621
0.3169648794383467,0.32106420599763663,0.7480036616325378,0.7839711904525757,0.7274282574653625,0.7682598233222961
0.3126645582789629,0.3245644222053004,0.749026894569397,0.7857249975204468,0.7512395977973938,0.7572041749954224
0.3113408275014241,0.32134035692720764,0.749683141708374,0.7850479483604431,0.7295905947685242,0.772784411907196
0.30909081237956815,0.32720259989572453,0.750145435333252,0.7859870195388794,0.7301381826400757,0.7623602151870728
0.30402787729835196,0.3161441967429095,0.7523413896560669,0.7897223830223083,0.757350504398346,0.7595463395118713
0.3033558291091793,0.31608768046872926,0.754459023475647,0.79093337059021,0.7351463437080383,0.7734158635139465
0.2980161322928998,0.3395982251213995,0.754932701587677,0.7946501970291138,0.7249438166618347,0.7647432684898376
0.295855735245649,0.3158744253467401,0.7556471228599548,0.7955009341239929,0.7689289450645447,0.755709707736969
