epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,1e-05
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.29452836728010673,0.31583469001655007,0.7615658044815063,0.7975501418113708,0.7676326036453247,0.7512551546096802
0.2904926633486926,0.3097683890840747,0.7611813545227051,0.7986432909965515,0.7318591475486755,0.7762361168861389
0.2898805429461507,0.30471640459957045,0.7626079320907593,0.7991286516189575,0.7401995062828064,0.7766587138175964
0.28713060508806276,0.30637562194261964,0.7615306973457336,0.8021328449249268,0.7562077045440674,0.7719922065734863
0.282952319423664,0.3107031646027217,0.7648178339004517,0.803233802318573,0.7308891415596008,0.7785593867301941
0.28036396231354593,0.30602221285373393,0.7654834389686584,0.8054323196411133,0.7566443681716919,0.7675839066505432
0.2795972442705726,0.2982301804971632,0.7673020362854004,0.8062525987625122,0.7607687711715698,0.7695409059524536
0.276825011997496,0.29803051135804454,0.7681236267089844,0.8082683086395264,0.7532407641410828,0.7688010931015015
0.2756317236481259,0.31461398362536247,0.7685519456863403,0.8082213401794434,0.7466357350349426,0.7755952477455139
0.2729105018144925,0.30435720122498,0.7704518437385559,0.8110994696617126,0.76505047082901,0.7653565406799316
0.27156503235322266,0.3152862305516823,0.7720063924789429,0.8124977350234985,0.7270616888999939,0.7850068211555481
0.26939338821802894,0.2980557708069682,0.7719285488128662,0.8109712600708008,0.7488690614700317,0.7783540487289429
0.2675018406190011,0.3018679428832527,0.7738217711448669,0.8125337362289429,0.7351577877998352,0.7841204404830933
0.26482463050387506,0.2963058214346078,0.7755619883537292,0.8155011534690857,0.7707052230834961,0.7674292325973511
0.2633324082924406,0.29214655368549514,0.7766117453575134,0.816152811050415,0.7577672600746155,0.7774632573127747
0.26214984557570864,0.2925704172615644,0.7766970992088318,0.8156253099441528,0.767613410949707,0.7728185653686523
0.25624505691886734,0.30019112480935495,0.7776502370834351,0.817168653011322,0.7820438146591187,0.7579796314239502
0.2565161481827891,0.3204307811019916,0.7820178866386414,0.8219149112701416,0.7656568884849548,0.7630453109741211
0.25504262265031297,0.29172320500619603,0.781477153301239,0.8220769762992859,0.7504391074180603,0.7840493321418762
0.25274545495041406,0.29350561168517025,0.7823070287704468,0.8224872946739197,0.7552293539047241,0.781444251537323
0.2517367389266449,0.29285611377530535,0.783132016658783,0.8235639929771423,0.7553095817565918,0.7802008390426636
0.24890892226495145,0.2920860058437823,0.7862210869789124,0.8248669505119324,0.7735471129417419,0.767128050327301
0.2493092014630723,0.30027105869777815,0.785300076007843,0.8247261047363281,0.7768996357917786,0.7649290561676025
0.24571281804452907,0.2967841362147789,0.7865424752235413,0.8243125677108765,0.7709803581237793,0.7704756259918213
0.2436179745991587,0.3026222128447303,0.7883844375610352,0.8289055228233337,0.7585887908935547,0.7785037159919739
0.24357649894012753,0.2971948899892749,0.7881630659103394,0.827869713306427,0.7412646412849426,0.7850305438041687
0.2421952037427919,0.3166335042415213,0.7903815507888794,0.8287353515625,0.7607445120811462,0.7743837237358093
0.24089842245868912,0.2915597647218637,0.7924354076385498,0.8302438259124756,0.7471413016319275,0.7879616022109985
0.23905572193769106,0.2973518076674147,0.7910870909690857,0.8304892182350159,0.7744327783584595,0.7703002691268921
0.23770277374444554,0.29234032827416356,0.7945605516433716,0.832551121711731,0.7811475992202759,0.7649221420288086
0.23415601457005555,0.30343624218170284,0.7956697940826416,0.8350011110305786,0.7509538531303406,0.7804190516471863
0.2331043965014986,0.2905484765872989,0.7961133718490601,0.8329839110374451,0.7649831175804138,0.7760562896728516
0.23162299356205873,0.2930325763660785,0.7942551374435425,0.8351670503616333,0.7464331388473511,0.788265585899353
0.23156159324530462,0.29393906186951296,0.7959157824516296,0.8338645100593567,0.757486879825592,0.787007212638855
0.22713412565347382,0.29872688478265536,0.7971426248550415,0.837611973285675,0.7471887469291687,0.7905626893043518
0.2296587352398865,0.3147360526326991,0.7970527410507202,0.8357298970222473,0.777352511882782,0.7699368596076965
0.22556901430867055,0.29399601484543947,0.8000927567481995,0.8385725617408752,0.7698258757591248,0.7764061093330383
0.22704117101194574,0.29435183972933554,0.7993841767311096,0.8367471694946289,0.7828551530838013,0.7648171186447144
0.22121208539388515,0.29822182021772775,0.8039158582687378,0.8402407765388489,0.7555200457572937,0.7862856984138489
0.2229414932725188,0.3050191794541782,0.8020600080490112,0.8404423594474792,0.762496292591095,0.7777786254882812
0.21938589114515267,0.2963345175031835,0.8037347793579102,0.8393046855926514,0.7716417908668518,0.7760447859764099
0.2182327807228602,0.29340209987696625,0.8055114150047302,0.8417654633522034,0.7747358679771423,0.7753002643585205
0.21645156874399354,0.30505111777800803,0.8063434362411499,0.8424463272094727,0.7806997299194336,0.767683744430542
0.21650491606788752,0.3247608850959321,0.8066950440406799,0.8449466824531555,0.7805955410003662,0.7689207792282104
0.2156367729413877,0.3034544339187076,0.8087829947471619,0.8443979024887085,0.7615880966186523,0.7813829779624939
