epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,0.0
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.6243807906293192,0.4579262746141312,0.5232566595077515,0.4947708547115326,0.5636590123176575,0.5627363324165344
0.44481995142500486,0.40968226895053333,0.5840720534324646,0.7526220679283142,0.6262757182121277,0.7112938165664673
0.41230490262939956,0.4061017348199871,0.6654229760169983,0.7168452739715576,0.6599966287612915,0.7156813144683838
0.3909641320105665,0.39214753037226113,0.7042670249938965,0.7344149351119995,0.7566987872123718,0.7104781866073608
0.3794987467253959,0.36221425652715333,0.7187652587890625,0.7420281171798706,0.7221269607543945,0.73658686876297
0.3690922625805809,0.3716720347656003,0.7276179790496826,0.7472783327102661,0.7063465714454651,0.7342557907104492
0.3611755063021828,0.35513277964811796,0.7338272333145142,0.7518731355667114,0.7550552487373352,0.737177848815918
0.3540267771194229,0.3610196457317112,0.739276111125946,0.7564839124679565,0.7511258721351624,0.7411629557609558
0.34846191412332106,0.34633335539846555,0.7417558431625366,0.7596141695976257,0.7467887997627258,0.7395505309104919
0.3442595397661826,0.33788430941760117,0.7492426037788391,0.7651662826538086,0.7425608038902283,0.7466518878936768
0.3351213557822522,0.3279196786568731,0.7517011165618896,0.7660638689994812,0.7337872982025146,0.7592807412147522
0.333402785917987,0.3324517516009774,0.7521960139274597,0.7694944739341736,0.7916477918624878,0.730715274810791
0.32694686054125655,0.3249904420491017,0.7567945718765259,0.7727397680282593,0.7401395440101624,0.7559831142425537
0.32353661699549435,0.3193594948487713,0.7571424841880798,0.7748908400535583,0.7357918620109558,0.7612332105636597
0.31920026187531275,0.31873057581854203,0.7590882778167725,0.778073787689209,0.7562152743339539,0.758604109287262
0.31489270306072514,0.31496907604184554,0.7616204023361206,0.7802911996841431,0.743344783782959,0.7682061791419983
0.3086800648506066,0.3064495042917576,0.7608252763748169,0.7801488637924194,0.7566832304000854,0.7630161643028259
0.3036401304560974,0.30345323873379976,0.7631427049636841,0.7838330864906311,0.7366915941238403,0.771122932434082
0.2988835968004462,0.3021963757878922,0.7617359757423401,0.7848133444786072,0.7550093531608582,0.761305034160614
0.29560826571712795,0.3004547038003274,0.7634893655776978,0.7891395092010498,0.7483664751052856,0.7621955275535583
0.29080911712206986,0.29995969464302275,0.7644893527030945,0.790629506111145,0.746219277381897,0.7655363082885742
