epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,1e-05
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.2579892819752287,0.3143114324738371,0.796999454498291,0.8177241683006287,0.7620186805725098,0.7681194543838501
0.25543123512746174,0.3370939221510545,0.7979727983474731,0.8161638975143433,0.7586390972137451,0.7722567915916443
0.2525832583018791,0.3184036907891855,0.7972110509872437,0.8184292912483215,0.760697603225708,0.7677659392356873
0.2502300387683069,0.33979703286490964,0.8002259731292725,0.8197421431541443,0.735592246055603,0.7757818698883057
0.24779921009832498,0.32209791138715355,0.7999550700187683,0.8199436068534851,0.7637801170349121,0.7701369524002075
0.24637328709716172,0.31763468051316046,0.8009563088417053,0.8217781186103821,0.7575994729995728,0.7707876563072205
0.24542702975936612,0.32040599502411715,0.8035335540771484,0.8235375285148621,0.7768314480781555,0.7624629139900208
0.24261950880963398,0.3260263532585075,0.8020755648612976,0.8230134844779968,0.7506814002990723,0.7805761694908142
0.2390407300550084,0.3245159482834398,0.8041408061981201,0.8257161378860474,0.7822718024253845,0.7554570436477661
0.23746563675015928,0.3165868631570686,0.8067431449890137,0.8286160826683044,0.7547720670700073,0.7733951807022095
0.23770795260930389,0.31923677195656175,0.806955873966217,0.8275965452194214,0.7795318365097046,0.7588496208190918
0.23406386678375654,0.3216919911800758,0.8082460165023804,0.8293746113777161,0.7695938348770142,0.7708982229232788
0.23606689012681317,0.3249925817660195,0.8103536367416382,0.82905513048172,0.7697977423667908,0.7687286734580994
