epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,1e-05
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.7097617754589619,0.5720203868310216,0.37489476799964905,0.41388171911239624,0.5121026635169983,0.5721192359924316
0.5437067275530442,0.5019432614806673,0.555180549621582,0.5980133414268494,0.5710314512252808,0.6262562870979309
0.5048767498542559,0.4784265755032989,0.5704845190048218,0.6462053060531616,0.5861549377441406,0.6626684665679932
0.48172163850410393,0.47771032028634786,0.5873398184776306,0.681570291519165,0.6161437034606934,0.6653484106063843
0.468314288865102,0.4492485984949998,0.6052403450012207,0.6911633014678955,0.6079023480415344,0.6819549798965454
0.4566327317564498,0.43997337768825007,0.6247016787528992,0.7002010941505432,0.6315534114837646,0.6840905547142029
0.44760888896324563,0.4355319448235169,0.6375011205673218,0.705051600933075,0.6493276953697205,0.6830030679702759
0.4409562186391343,0.4280251074634807,0.6448825597763062,0.7069376707077026,0.6604949831962585,0.6860588192939758
0.43570344860333177,0.4237965783497817,0.6563604474067688,0.7124480605125427,0.6708752512931824,0.6875355839729309
0.4312641028659459,0.41711959840965945,0.6602485179901123,0.7153037190437317,0.67021644115448,0.69363933801651
0.4249919277061975,0.42813883433249633,0.6675346493721008,0.7192232608795166,0.6787203550338745,0.6938187479972839
0.42069376852806445,0.4106222959366483,0.670303225517273,0.7203750014305115,0.6784992218017578,0.6990405321121216
0.416778983352993,0.40549854330823454,0.6766350269317627,0.7239969372749329,0.6680041551589966,0.707486629486084
0.4144600222617519,0.4064525990733798,0.6778172850608826,0.7266024351119995,0.6946460008621216,0.7014161944389343
0.4109349508642625,0.3994791499325927,0.6815294623374939,0.7277924418449402,0.6810513138771057,0.7096750140190125
0.40755418898775714,0.39892828212657444,0.687138557434082,0.7311999201774597,0.6791784763336182,0.7150465250015259
0.4036500648780016,0.39888940643991383,0.6882100701332092,0.7319011092185974,0.6697033643722534,0.7167150974273682
0.4040499607174932,0.392303782764455,0.6883020997047424,0.7338576316833496,0.6904122233390808,0.7172402739524841
0.39935781399058873,0.3897549079232652,0.6918808817863464,0.7348877191543579,0.6893820762634277,0.7156928777694702
0.3972755080277699,0.391705998180198,0.6951691508293152,0.7338113188743591,0.7050030827522278,0.71564781665802
0.3967628811293237,0.3862240820283621,0.6978462934494019,0.738254964351654,0.6990992426872253,0.7191562056541443
0.39259111695483917,0.3844804650198826,0.6978566646575928,0.738450825214386,0.698050856590271,0.7185134887695312
0.39164135629385055,0.384548586321024,0.700168788433075,0.7387685179710388,0.6756391525268555,0.7320533394813538
0.38969040525839194,0.38417041267622526,0.7020911574363708,0.7423546314239502,0.7145715951919556,0.7173779606819153
0.38907038008851624,0.37908063817139664,0.70432448387146,0.7404541373252869,0.6965682506561279,0.7261403203010559
0.385231822243346,0.37698779118732667,0.7029942274093628,0.7418635487556458,0.6917505264282227,0.7305922508239746
0.38410587344925834,0.384200302962686,0.70449298620224,0.744606614112854,0.7173171043395996,0.7219423651695251
0.3832614844984945,0.38776775866641966,0.7081372141838074,0.7441944479942322,0.7182676792144775,0.7225525379180908
0.38377688640999374,0.37664758243506224,0.7091233134269714,0.7435169219970703,0.7135360240936279,0.7265853881835938
0.3803725667265018,0.37262880236802387,0.7112473249435425,0.7461981177330017,0.7066692113876343,0.7312759757041931
0.3782630018397575,0.3745140382023135,0.7117204666137695,0.7487466931343079,0.7158665657043457,0.7289898991584778
0.377365832992456,0.37338063224468016,0.7139275074005127,0.749264121055603,0.7293417453765869,0.7222098112106323
0.3762554268578338,0.3689187702814668,0.7139047980308533,0.7489495873451233,0.7187855839729309,0.7299930453300476
0.3747652584038642,0.36734629133847396,0.7157087922096252,0.7512096762657166,0.7211413383483887,0.7282029390335083
0.3748032912480674,0.36565470542024137,0.7149011492729187,0.7496181726455688,0.7099371552467346,0.7363542318344116
0.37089886289368906,0.3773434417269809,0.7164963483810425,0.752357006072998,0.730280339717865,0.727008581161499
0.3704779102873172,0.3733842582507452,0.7174831628799438,0.7538350224494934,0.7372267842292786,0.7230885624885559
0.3687783931976898,0.36297527761001824,0.7200403213500977,0.7541965246200562,0.7217803001403809,0.733030378818512
0.36686391959434567,0.36491770479618246,0.720343291759491,0.7543753385543823,0.7203508615493774,0.7363519668579102
0.36698688126870715,0.3657688957730859,0.7209900617599487,0.7543995380401611,0.7323158979415894,0.7302963137626648
0.36569877938420764,0.3712957384405841,0.722453236579895,0.7534743547439575,0.7231961488723755,0.7360449433326721
0.36447612204740754,0.35809154281209055,0.7222519516944885,0.7559447288513184,0.7267586588859558,0.7351440787315369
0.36396373725344433,0.3635464002129058,0.7239285707473755,0.7550275325775146,0.7306892275810242,0.734723687171936
0.3632909259869664,0.376625592439947,0.7246692776679993,0.7554764747619629,0.7455832362174988,0.7248282432556152
0.360934710003731,0.3654995064028132,0.724490761756897,0.7567383050918579,0.739691972732544,0.7308655977249146
0.36015085530701185,0.3593490098957235,0.7268767356872559,0.7578859925270081,0.7297507524490356,0.7378467321395874
0.35856309766811423,0.35472997098269177,0.7253525853157043,0.7565692663192749,0.7296319007873535,0.737328290939331
0.35646156207514756,0.3521625105239136,0.7264307737350464,0.7604036331176758,0.73171466588974,0.7386378049850464
0.3569436692357851,0.3517788945448021,0.7291073203086853,0.7606955766677856,0.7262667417526245,0.7413573861122131
0.3563491360797231,0.34962273040182995,0.7277031540870667,0.7584953308105469,0.728468656539917,0.7387287020683289
0.3560647843988194,0.37130975631446067,0.7293849587440491,0.760682225227356,0.7357516884803772,0.734811544418335
0.3520648397603749,0.3485850948630504,0.7295868396759033,0.7617357969284058,0.7290498614311218,0.7417189478874207
0.35202931641613333,0.34665121342724475,0.7292212843894958,0.7607011795043945,0.729361355304718,0.7426793575286865
0.3517838883669103,0.34637679298683793,0.7300748825073242,0.7617470622062683,0.7327772974967957,0.7429524660110474
0.3486303542449348,0.34211452116428964,0.7298171520233154,0.7624828219413757,0.7304680347442627,0.7446572780609131
0.3478977198544315,0.3417681152342071,0.7309137582778931,0.7640076279640198,0.7254253029823303,0.7465352416038513
0.3466170980180675,0.34003399157713,0.7330498099327087,0.7639984488487244,0.7198703289031982,0.746865451335907
