epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,0.0001
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.5579486228558693,0.45553518768320694,0.5272048711776733,0.4888133108615875,0.578202486038208,0.5283383131027222
0.4404876546301245,0.4175197988325822,0.5802781581878662,0.6225004196166992,0.5912413597106934,0.697919487953186
0.4119673561314724,0.3961722700202719,0.5948019027709961,0.7069726586341858,0.6092110872268677,0.7321491241455078
0.3933647111745778,0.38476367220810964,0.6429212093353271,0.7333371043205261,0.6703177690505981,0.7416634559631348
0.3790540495670889,0.3752406539646446,0.7074688673019409,0.7380552291870117,0.7149515151977539,0.7413451075553894
0.36953573388368977,0.37964319921237355,0.7259178757667542,0.7427802681922913,0.7429012060165405,0.7362051606178284
0.3628049044677295,0.3552862675530268,0.7320431470870972,0.749911904335022,0.7382503747940063,0.7489656805992126
0.35482536524058234,0.3681274195142249,0.7367610931396484,0.7553952932357788,0.7628089785575867,0.7364155650138855
0.34967960306206103,0.34482013657424887,0.74248868227005,0.7559081315994263,0.7515228986740112,0.7508114576339722
0.3430914193352134,0.3395152065031072,0.7469261288642883,0.7621288895606995,0.760489284992218,0.7518303990364075
0.3404429162742558,0.34119722653999396,0.7511018514633179,0.764453649520874,0.7649009823799133,0.7515876293182373
0.33637790497270115,0.3380920818432214,0.7535163760185242,0.7664619088172913,0.7879591584205627,0.7441030740737915
0.3331788514791174,0.3359017577022314,0.7541874647140503,0.7675638198852539,0.7828821539878845,0.7489937543869019
0.32882673398466794,0.3296218501892707,0.7586742639541626,0.770273745059967,0.786888062953949,0.7495930194854736
0.3237563553923194,0.32577170381414977,0.760299563407898,0.7735958099365234,0.7713473439216614,0.7606728672981262
0.3216430213742004,0.3233121559288062,0.7621447443962097,0.7750843167304993,0.7719486951828003,0.7560931444168091
0.31834016566122647,0.33004367668577966,0.7633639574050903,0.776543140411377,0.7768197059631348,0.7567658424377441
0.31553785961713005,0.33308368513083203,0.7641624808311462,0.7770553231239319,0.7430373430252075,0.7609904408454895
0.31067295099452413,0.3398028770924037,0.7663617134094238,0.7791109085083008,0.7733672857284546,0.7577778100967407
0.30909296672232617,0.31600283055916323,0.7666731476783752,0.7798783183097839,0.7643558979034424,0.7639325261116028
0.3069800372634615,0.31322654729035304,0.7655857801437378,0.7798745036125183,0.7563955783843994,0.7723397612571716
0.2998239289565936,0.31541284704779055,0.7701328992843628,0.7838513255119324,0.7561737298965454,0.7752494812011719
0.3022454284567852,0.3084514483360323,0.7675167322158813,0.7856164574623108,0.7662551403045654,0.7686944603919983
0.29877852122592735,0.31162226248981684,0.7733610272407532,0.7880554795265198,0.7756214737892151,0.7671348452568054
0.29783989804753075,0.310851089656353,0.7730641961097717,0.7879331111907959,0.7604930996894836,0.7762124538421631
0.2950462519679592,0.30780822298892424,0.7733434438705444,0.7917425036430359,0.7451110482215881,0.7794789671897888
0.293060270915702,0.3072286701781001,0.7727769613265991,0.7902539372444153,0.7761813402175903,0.7691357135772705
0.2895353738823451,0.30795302529363555,0.773217499256134,0.7916744947433472,0.7755122184753418,0.767353355884552
0.2867056739391774,0.301351600769141,0.7766519784927368,0.7963563203811646,0.7665842175483704,0.7724617719650269
0.2869582950916825,0.3063003216599319,0.7755889296531677,0.7944652438163757,0.7670496106147766,0.7713527083396912
0.2820448819729694,0.3085986981630748,0.7768844366073608,0.7961021065711975,0.7931816577911377,0.7618870139122009
0.28246743724199663,0.3074375043444811,0.781261682510376,0.8003718852996826,0.7728665471076965,0.7679279446601868
0.27804378646044947,0.30140689893209555,0.7806118726730347,0.8003710508346558,0.779291570186615,0.7683868408203125
0.2782627482829944,0.3090215144969576,0.7808918952941895,0.8008266687393188,0.8074851632118225,0.7563161849975586
0.27561588034351103,0.3010398980877395,0.7831892371177673,0.803077757358551,0.772380530834198,0.7742142677307129
0.27276008276677066,0.30018179029464087,0.784155547618866,0.8041405081748962,0.7442281246185303,0.7865455150604248
0.26931081464664536,0.3028792678741804,0.7844536304473877,0.8071732521057129,0.7977740168571472,0.7634324431419373
0.2698334647489657,0.3121673482344717,0.7860367298126221,0.8084121942520142,0.7669504284858704,0.7829607725143433
0.26618082255303543,0.3077831838993316,0.789416491985321,0.8108732104301453,0.7753589749336243,0.773020327091217
0.2650316092280709,0.29993296166261035,0.7901736497879028,0.8120018839836121,0.773987352848053,0.772916316986084
0.2625780835278339,0.30301919862865767,0.791242778301239,0.8113633394241333,0.7725664377212524,0.7816776633262634
0.26196136367742795,0.29980073182955913,0.7904629707336426,0.8125426769256592,0.7693470120429993,0.7769470810890198
0.2599282213441281,0.3034135708123023,0.7924669981002808,0.8138611912727356,0.7883400917053223,0.7693845629692078
0.2599517475440107,0.30400432039263614,0.7941810488700867,0.8165879845619202,0.7452990412712097,0.7819499969482422
0.25795713798395015,0.30477185032152115,0.7930846214294434,0.8151857852935791,0.7870087623596191,0.7749772071838379
0.2550099781700331,0.30781661933750337,0.7954795956611633,0.8173675537109375,0.767981767654419,0.7775549292564392
0.2529055668634446,0.31652090027399943,0.7982698678970337,0.8197741508483887,0.7525849342346191,0.7786700129508972
