epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,0.0
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.632013356146182,0.4945543983303909,0.5344618558883667,0.5425668954849243,0.5834853649139404,0.6535650491714478
0.4722737095582348,0.4415929449048448,0.5845160484313965,0.6733206510543823,0.5945590734481812,0.7062099575996399
0.43620708225147853,0.4175688502319316,0.597326934337616,0.7137442827224731,0.6111353039741516,0.7248735427856445
0.4134560382884482,0.39841812225521034,0.6270830631256104,0.7334482073783875,0.658675491809845,0.7377356886863708
0.39671831159540905,0.3846553489037439,0.681523323059082,0.7420282959938049,0.7144709825515747,0.7433446645736694
0.3825060468970301,0.3712799578693742,0.7155427932739258,0.7480909824371338,0.7287029027938843,0.7496116757392883
0.37285496907336796,0.36234691001950425,0.7271386981010437,0.7518805861473083,0.7443664073944092,0.7523658275604248
0.3655663295496113,0.35739795343144565,0.7337843775749207,0.7553042769432068,0.7541019916534424,0.7533276081085205
0.36078734778548727,0.34859162376176384,0.7414736151695251,0.7576326131820679,0.7513691782951355,0.7617674469947815
0.3509200652590238,0.3437466788376477,0.7470071315765381,0.7639114260673523,0.7617721557617188,0.7601361274719238
0.34734112617312646,0.3401082850834157,0.7526038289070129,0.7645888924598694,0.7624709606170654,0.7626090049743652
0.34123518801200886,0.33961852296447076,0.7542265057563782,0.767614483833313,0.7743229866027832,0.7608806490898132
0.33714548002568195,0.3362682559230226,0.7578189969062805,0.7699306607246399,0.7746900320053101,0.7629477977752686
0.33177155842004674,0.3307738215629513,0.7618474364280701,0.7712815403938293,0.7687148451805115,0.7687676548957825
0.32815115265515177,0.3259833262612422,0.764109194278717,0.7727053761482239,0.7675545811653137,0.7701870203018188
0.3249474841218769,0.3252843739398828,0.7630113363265991,0.774595320224762,0.7736799716949463,0.7709254026412964
0.32300981555957126,0.3252513360179274,0.7691574096679688,0.7741245031356812,0.7718898057937622,0.770275890827179
0.319259837739163,0.32648925129192097,0.7703773975372314,0.775983452796936,0.7826216816902161,0.7667599320411682
0.31476677186000424,0.32012429783213225,0.7733379602432251,0.7769759893417358,0.7796531319618225,0.7716038823127747
0.312560163517652,0.3147081820201789,0.776368260383606,0.7780842781066895,0.7817642092704773,0.7740614414215088
0.31051682565814115,0.31390771067681467,0.7772213220596313,0.7812625765800476,0.7780667543411255,0.7747146487236023
0.30522047577239075,0.3169617943254346,0.7792378664016724,0.7825477123260498,0.7819138765335083,0.7731212973594666
0.3035643229520522,0.31379578181985,0.7824254631996155,0.7851751446723938,0.7850764989852905,0.769550621509552
0.3007647220339517,0.31030877056062645,0.7826610803604126,0.7850584387779236,0.7757467031478882,0.7798089981079102
0.29896709312682357,0.3049609538379079,0.785404622554779,0.788503110408783,0.7818280458450317,0.7773135304450989
0.29581059938579296,0.3097871492834801,0.7841483950614929,0.7883410453796387,0.7896566390991211,0.7704984545707703
0.2912754128193739,0.3036106498845926,0.7873939275741577,0.7909589409828186,0.780108630657196,0.7777858376502991
0.2900176114454773,0.3037379676515752,0.786091148853302,0.7929493188858032,0.7851634621620178,0.7717068195343018
0.2862982174452682,0.30641542344704165,0.7894960045814514,0.7942150235176086,0.7870527505874634,0.7740024328231812
0.28609508455473975,0.29933831663736216,0.7889160513877869,0.7945978045463562,0.7788978219032288,0.7782924175262451
0.2822408040137606,0.29499407535326394,0.7896662950515747,0.7958573698997498,0.7817703485488892,0.7800728678703308
0.2780474382580755,0.30116559752652833,0.7926662564277649,0.7996935844421387,0.7730723023414612,0.7822563052177429
0.2772233250593071,0.29808333048478086,0.7930077314376831,0.8010580539703369,0.7770216464996338,0.7843757271766663
0.27383339378615873,0.29703131481899436,0.792872428894043,0.8024136424064636,0.7778953313827515,0.7826410531997681
0.2714628222850486,0.29630208911096795,0.793876051902771,0.803560197353363,0.7847787141799927,0.7814431190490723
0.2679491609222559,0.29259734624560846,0.7969211935997009,0.8066802024841309,0.7892369627952576,0.7822905778884888
0.26395274551309306,0.2971502203256526,0.800033688545227,0.8109999299049377,0.7832705974578857,0.7834197282791138
0.2619302580604113,0.29233532501979076,0.7998782992362976,0.8112126588821411,0.769559919834137,0.7880691885948181
0.26011710231189933,0.29230364076528986,0.7989682555198669,0.8124372363090515,0.7885408401489258,0.7842658162117004
0.2604766752613839,0.29154971334422736,0.8027476668357849,0.8136512041091919,0.7848420143127441,0.7840400338172913
0.2558129159064291,0.29141256235645596,0.8035868406295776,0.8170278072357178,0.7870929837226868,0.7831006646156311
0.2530420645013676,0.2852937078222315,0.8046808242797852,0.8170918822288513,0.7767592668533325,0.7908797264099121
0.25424164772271685,0.2841423182939807,0.8033270835876465,0.8178196549415588,0.7903710007667542,0.7863654494285583
0.2500405532093892,0.284464544477932,0.804207444190979,0.8163207769393921,0.7855889201164246,0.7873887419700623
0.24988783231234804,0.29983506704423024,0.805756151676178,0.820127546787262,0.7849605083465576,0.7809587717056274
0.24497187322380803,0.2867398481446166,0.807115375995636,0.8220038414001465,0.7915019989013672,0.7862524390220642
0.2425214035077865,0.28920270056060865,0.8069460988044739,0.8209766745567322,0.7915104627609253,0.7834184765815735
0.2417923894503419,0.29098320937325767,0.8100594878196716,0.822711706161499,0.7986255884170532,0.781014084815979
0.23926895595723374,0.2862129077870161,0.8112584948539734,0.8247405290603638,0.7804487943649292,0.7888134717941284
0.23894776279286886,0.28384067069289953,0.8120239973068237,0.8261259198188782,0.7871973514556885,0.7884674072265625
0.23748375130313207,0.2819617163548444,0.812068521976471,0.8270868062973022,0.7959945797920227,0.7848462462425232
0.23422937502071406,0.2834249796966712,0.8126668334007263,0.8265032768249512,0.7880773544311523,0.7886757850646973
0.23220177899844474,0.2855995320285677,0.8149591088294983,0.829949676990509,0.7910481095314026,0.7888935208320618
0.23108577505150726,0.2920201144029274,0.8177697658538818,0.8321018218994141,0.8002923130989075,0.781498372554779
0.22722846302662472,0.28579935452616806,0.8187995553016663,0.8320316672325134,0.776491641998291,0.7947258949279785
0.22630756296805818,0.29136213599473026,0.8172435164451599,0.833981454372406,0.7850242853164673,0.7931261658668518
0.22292734553645752,0.2846541748851115,0.8185251951217651,0.8349505662918091,0.7920683026313782,0.7906684875488281
0.2224713397421399,0.28828834480744725,0.8208662867546082,0.837314248085022,0.8016836047172546,0.7810758352279663
0.21813443175516195,0.28185932805880587,0.8208540678024292,0.8361220955848694,0.7887001037597656,0.7946341633796692
0.2189561614226269,0.28350333311984727,0.8207523226737976,0.8386650085449219,0.7885885834693909,0.7939736247062683
0.2144798727006963,0.2967381067574024,0.822628915309906,0.8405007123947144,0.7881818413734436,0.7873610854148865
0.21673591936398842,0.2864354775280606,0.823180079460144,0.8394114375114441,0.7880159020423889,0.7927226424217224
0.21326713280846507,0.28785061609026386,0.8240851163864136,0.8407992124557495,0.7911326289176941,0.7906790971755981
0.21176422865666322,0.29053011615859703,0.8233740925788879,0.8400951027870178,0.7965275645256042,0.7873132228851318
0.21073114052877662,0.28481657730402254,0.8270875811576843,0.8430997133255005,0.7877477407455444,0.7931947708129883
0.20938343000899878,0.28731397641096135,0.8247904777526855,0.8417736887931824,0.7942690253257751,0.7890865802764893
0.2081714713782363,0.28672627236773357,0.8261809349060059,0.8415934443473816,0.7936928272247314,0.7893970608711243
0.20412676438966892,0.2972827200374916,0.8288992047309875,0.8453990817070007,0.7911368608474731,0.7878696918487549
0.20288115131777001,0.309285388645181,0.8296645283699036,0.8471943736076355,0.7981953024864197,0.7788923382759094
0.20377049797744273,0.2922264957364569,0.8323919177055359,0.8480485081672668,0.7974309325218201,0.7873309850692749
0.20219470343049267,0.2838129745003708,0.8298492431640625,0.8466689586639404,0.7948537468910217,0.7912858128547668
0.2002444482807602,0.2930055056229656,0.8322067260742188,0.8484789133071899,0.7908268570899963,0.789998471736908
