epochs,encoder_depth,lr,batch_size,l2_penalization
30,4,0.001,2,0.0
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.4423699615310015,0.39923805582290844,0.6861368417739868,0.7167022228240967,0.6999359130859375,0.7382770776748657
0.3799426141653636,0.3837859854630545,0.7349824905395508,0.7507140636444092,0.734897792339325,0.7422910332679749
0.35982141362795705,0.354793717239237,0.747963547706604,0.7564949989318848,0.791792094707489,0.7296186089515686
0.3461766353516634,0.34591704584552463,0.7580611109733582,0.7638444900512695,0.7516652345657349,0.7583466172218323
0.3359411196136961,0.3350018947682482,0.7666562795639038,0.7702802419662476,0.7479475736618042,0.7651251554489136
0.329189748100824,0.3276192491200376,0.7694720029830933,0.7744693160057068,0.7318870425224304,0.7834678292274475
0.32454327804622335,0.33349386758521093,0.7743613719940186,0.7762182950973511,0.7976404428482056,0.74827641248703
0.3210496900713909,0.3367710160553878,0.7750598192214966,0.7770177721977234,0.7525764107704163,0.77476567029953
0.3117676669502004,0.3326582717742269,0.7818653583526611,0.7830818891525269,0.800417423248291,0.7566494345664978
0.30911744085323156,0.3242495845844771,0.7791741490364075,0.7846378087997437,0.7708947062492371,0.7683331966400146
0.3064694835654829,0.3168886825970724,0.7879893183708191,0.7910356521606445,0.7805142402648926,0.7681031823158264
0.3014004186486632,0.3187612278241638,0.7895908951759338,0.7922676801681519,0.7770568132400513,0.7626959681510925
0.2982750024395303,0.3153410662388337,0.7890680432319641,0.7949639558792114,0.7743882536888123,0.7707610130310059
0.292043096208226,0.31107045317081905,0.7932395339012146,0.798018753528595,0.7862493395805359,0.7698997855186462
0.2891025240429757,0.3202831603335679,0.7952792048454285,0.8009964227676392,0.7843412160873413,0.7655267715454102
0.2845565095352143,0.30723512472571635,0.7949103116989136,0.8023555278778076,0.7658169269561768,0.7797806262969971
0.278092578805474,0.32341746232928115,0.7935172319412231,0.8057167530059814,0.7609912157058716,0.7744139432907104
0.2724085653030513,0.31200910656851655,0.7946894764900208,0.8096680045127869,0.7823909521102905,0.7717865705490112
0.2648131732168643,0.34933362780337,0.7962381839752197,0.8153926730155945,0.7780866622924805,0.7510640621185303
0.2602758144211113,0.319434578880562,0.7957691550254822,0.8126437067985535,0.7517760396003723,0.7846553325653076
